MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1099442	Atxn3	ataxin 3	12	contributes_to	histone deacetylase activity			ISO	RGD:621567 	J:155856 	
MGI:108086	Hdac1	histone deacetylase 1	4		histone deacetylase activity			IBA	PTN002239566 	J:265628 	
MGI:108086	Hdac1	histone deacetylase 1	4		histone deacetylase activity			IDA		J:113866 J:176119 J:319948 	
MGI:108086	Hdac1	histone deacetylase 1	4		histone deacetylase activity			ISO	RGD:1309799 	J:155856 	
MGI:108086	Hdac1	histone deacetylase 1	4		histone deacetylase activity			ISO	Q13547 	J:164563 	
MGI:1097691	Hdac2	histone deacetylase 2	10		histone deacetylase activity			IBA	PTN002239566 	J:265628 	
MGI:1097691	Hdac2	histone deacetylase 2	10		histone deacetylase activity			IDA		J:140120 J:319948 	
MGI:1097691	Hdac2	histone deacetylase 2	10		histone deacetylase activity			ISO	Q92769 	J:164563 	
MGI:1097691	Hdac2	histone deacetylase 2	10		histone deacetylase activity			TAS		J:113927 	
MGI:1097691	Hdac2	histone deacetylase 2	10		histone H4K16 deacetylase activity			IMP		J:219173 	
MGI:1343091	Hdac3	histone deacetylase 3	18		histone deacetylase activity			IBA	PTN002239566 	J:265628 	
MGI:1343091	Hdac3	histone deacetylase 3	18		histone deacetylase activity			IDA		J:319948 	
MGI:1343091	Hdac3	histone deacetylase 3	18	contributes_to	histone deacetylase activity			ISO	RGD:619977 	J:155856 	
MGI:1343091	Hdac3	histone deacetylase 3	18		histone deacetylase activity			ISO	O15379 	J:164563 	
MGI:1343091	Hdac3	histone deacetylase 3	18		histone deacetylase activity			TAS		J:113927 	
MGI:3036234	Hdac4	histone deacetylase 4	1		histone deacetylase activity			IBA	PTN002472081 	J:265628 	
MGI:3036234	Hdac4	histone deacetylase 4	1		histone deacetylase activity			ISO	P56524 	J:73065 	
MGI:1333784	Hdac5	histone deacetylase 5	11		histone deacetylase activity			IBA	PTN002472081 	J:265628 	
MGI:1333784	Hdac5	histone deacetylase 5	11		histone deacetylase activity			ISO	Q9UQL6 	J:164563 	
